% Model:              ML端口边界_高斯光极限精度比较1.32.mph
% Version:            COMSOL 6.2.0.415
% Date:               Aug 6 2024, 09:23
% Dimension:          1
% Nodes:              1521
% Expressions:        1
% Description:        线结果图
% x 坐标 (m);imag(ewfd.Ez)
1.1961710526315788E-7;-2.916939714308538E-4
1.198657894736842E-7;-2.591390102124747E-4
1.201144736842105E-7;-2.2894087255291958E-4
1.2036315789473683E-7;-2.0109955845218854E-4
1.2061184210526314E-7;-1.7538606524450888E-4
1.2086052631578946E-7;-1.515940577864901E-4
1.2110921052631578E-7;-1.2972353607813213E-4
1.213578947368421E-7;-1.0977450011943498E-4
1.216065789473684E-7;-9.153940987181573E-5
1.2185526315789473E-7;-7.483308672950158E-5
1.2210394736842104E-7;-5.9655530692492505E-5
1.2235263157894736E-7;-4.60067417607885E-5
1.2260131578947368E-7;-3.370003868926704E-5
1.2285E-7;-2.2570459535466377E-5
1.230986842105263E-7;-1.2618004299386515E-5
1.2334736842105262E-7;-3.84267298102745E-6
1.2359605263157894E-7;3.922133453044573E-6
1.2384473684210526E-7;1.0819491261787275E-5
1.2409342105263157E-7;1.6849400445200654E-5
1.243421052631579E-7;2.201186100328471E-5
1.245907894736842E-7;2.645163100253136E-5
1.2483947368421052E-7;3.028598549253372E-5
1.2508815789473684E-7;3.351492447329179E-5
1.2533684210526316E-7;3.6138447944805575E-5
1.2558552631578947E-7;3.827548724168922E-5
1.258342105263158E-7;4.0014020121167604E-5
1.260828947368421E-7;4.1354046583240734E-5
1.2633157894736842E-7;4.229556662790861E-5
1.2658026315789474E-7;4.2928104596923834E-5
1.2682894736842105E-7;4.3310403761940186E-5
1.2707763157894737E-7;4.344246412295767E-5
1.2732631578947369E-7;4.3324285679976285E-5
1.27575E-7;4.3015951598203875E-5
1.278236842105263E-7;4.2552219555097866E-5
1.2807236842105258E-7;4.1933089550658264E-5
1.283210526315789E-7;4.115856158488506E-5
1.2856973684210522E-7;4.026444706148576E-5
1.2881842105263153E-7;3.927094432797631E-5
1.2906710526315785E-7;3.8178053384356735E-5
1.2931578947368416E-7;3.698577423062702E-5
1.2956447368421048E-7;3.5715048897563386E-5
1.298131578947368E-7;3.438178624285198E-5
1.300618421052631E-7;3.2985986266492795E-5
1.3031052631578943E-7;3.152764896848584E-5
1.3055921052631575E-7;3.0023168528251237E-5
1.3080789473684206E-7;2.849120851780444E-5
1.3105657894736838E-7;2.693176893714546E-5
1.313052631578947E-7;2.5344849786274287E-5
1.31553947368421E-7;2.374945433322163E-5
1.3180263157894733E-7;2.2168077860327765E-5
1.3205131578947364E-7;2.0600720367592694E-5
1.3229999999999996E-7;1.9047381855016414E-5
1.3254868421052628E-7;1.7530878901431712E-5
1.327973684210526E-7;1.607271468589211E-5
1.330460526315789E-7;1.4672889208397603E-5
1.3329473684210523E-7;1.3331402468948193E-5
1.3354342105263154E-7;1.2070144289883831E-5
1.3379210526315786E-7;1.0901891286907955E-5
1.3404078947368417E-7;9.82664346002056E-6
1.342894736842105E-7;8.84440080922165E-6
1.345381578947368E-7;7.968391675252616E-6
1.3478684210526312E-7;7.196573016841904E-6
1.3503552631578944E-7;6.528944833989512E-6
1.3528421052631576E-7;5.965507126695442E-6
1.3553289473684207E-7;5.504648567731244E-6
1.357815789473684E-7;5.128954368124066E-6
1.360302631578947E-7;4.83842452787391E-6
1.3627894736842102E-7;4.633059046980776E-6
1.3652763157894734E-7;4.495727457734431E-6
1.3677631578947365E-7;4.399884546846325E-6
1.3702499999999997E-7;4.345530314316459E-6
1.372736842105263E-7;4.332664760144832E-6
1.375223684210526E-7;4.334777681206878E-6
1.3777105263157892E-7;4.327058746514472E-6
1.3801973684210524E-7;4.309507956067615E-6
1.3826842105263155E-7;4.2821253098663075E-6
1.3851710526315787E-7;4.219870501508937E-6
1.3876578947368419E-7;4.110447574408786E-6
1.390144736842105E-7;3.953856528565857E-6
1.3926315789473682E-7;3.750097363980149E-6
1.3951184210526313E-7;3.4864725304888465E-6
1.3976052631578948E-7;3.1688214836391174E-6
1.4000921052631582E-7;2.7971442234309618E-6
1.4025789473684214E-7;2.371440749864379E-6
1.4050657894736845E-7;1.8971501732548182E-6
1.4075526315789477E-7;1.3957417546846943E-6
1.4100394736842109E-7;8.672154941540082E-7
1.412526315789474E-7;3.1157139166275944E-7
1.4150131578947372E-7;-2.499395133051063E-7
1.4175E-7;-7.901429944840769E-7
1.419986842105263E-7;-1.3090390518741522E-6
1.4224736842105261E-7;-1.8066276854753322E-6
1.4249605263157893E-7;-2.2556637672123933E-6
1.4274473684210525E-7;-2.6363530944917337E-6
1.4299342105263156E-7;-2.9486956673133542E-6
1.4324210526315788E-7;-3.192691485677254E-6
1.434907894736842E-7;-3.3482068370618937E-6
1.437394736842105E-7;-3.413095621316288E-6
1.4398815789473683E-7;-3.387357838440438E-6
1.4423684210526315E-7;-3.2709934884343435E-6
1.4448552631578946E-7;-3.061394275240376E-6
1.4473421052631578E-7;-2.7765586565906943E-6
1.449828947368421E-7;-2.4164866324852993E-6
1.452315789473684E-7;-1.981178202924191E-6
1.4548026315789473E-7;-1.4882578283075879E-6
1.4572894736842104E-7;-9.69042412321784E-7
1.4597763157894736E-7;-4.2353195496677977E-7
1.4622631578947368E-7;1.4827354375742507E-7
1.46475E-7;7.151610443782683E-7
1.467236842105263E-7;1.24591051495998E-6
1.4697236842105263E-7;1.7405219555025603E-6
1.4722105263157894E-7;2.1989953660060092E-6
1.4746973684210526E-7;2.5898769030413167E-6
1.4771842105263157E-7;2.8961244135429566E-6
1.479671052631579E-7;3.1177378975109285E-6
1.482157894736842E-7;3.2547173549452333E-6
1.4846447368421052E-7;3.2895328821121536E-6
1.4871315789473684E-7;3.227582658887335E-6
1.4896184210526316E-7;3.0688666852707775E-6
1.4921052631578947E-7;2.8133849612624815E-6
1.494592105263158E-7;2.465997961745134E-6
1.497078947368421E-7;2.0529331364163377E-6
1.4995657894736842E-7;1.574190485276093E-6
1.5020526315789474E-7;1.0297700083243991E-6
1.5045394736842105E-7;4.455480703217508E-7
1.5070263157894737E-7;-1.4256013844072628E-7
1.509513157894737E-7;-7.345546179630321E-7
1.512E-7;-1.3304353682451669E-6
1.5144868421052632E-7;-1.8942888344365506E-6
1.5169736842105264E-7;-2.3964448143411613E-6
1.5194605263157895E-7;-2.836903307958998E-6
1.5219473684210527E-7;-3.2156643152900616E-6
1.5244342105263159E-7;-3.5026976800221724E-6
1.526921052631579E-7;-3.6882007369151312E-6
1.5294078947368422E-7;-3.772173485968937E-6
1.5318947368421053E-7;-3.754615927183591E-6
1.5343815789473685E-7;-3.625153610290449E-6
1.5368684210526317E-7;-3.39888755866268E-6
1.5393552631578948E-7;-3.075817772300286E-6
1.541842105263158E-7;-2.655944251203265E-6
1.5443289473684212E-7;-2.153834067281361E-6
1.5468157894736843E-7;-1.6033936068258585E-6
1.5493026315789475E-7;-1.0046228698367584E-6
1.5517894736842107E-7;-3.575218563140604E-7
1.5542763157894736E-7;3.042589893445295E-7
1.5567631578947367E-7;9.42786877987576E-7
1.55925E-7;1.5580618096150791E-6
1.5617368421052628E-7;2.1500837842270387E-6
1.564223684210526E-7;2.680775774089793E-6
1.566710526315789E-7;3.125166576322451E-6
1.5691973684210523E-7;3.483256190925014E-6
1.5716842105263154E-7;3.755044617897482E-6
1.5741710526315786E-7;3.915070383803393E-6
1.5766578947368418E-7;3.9628792280057E-6
1.579144736842105E-7;3.8984711505044045E-6
1.581631578947368E-7;3.721846151299506E-6
1.5841184210526313E-7;3.431924388133319E-6
1.5866052631578944E-7;3.0535312706281124E-6
1.5890921052631576E-7;2.5866667987838856E-6
1.5915789473684207E-7;2.031330972600639E-6
1.594065789473684E-7;1.4118646849528058E-6
1.596552631578947E-7;7.67755614135768E-7
1.5990394736842102E-7;9.900376014952552E-8
1.6015263157894734E-7;-5.943908770059213E-7
1.6040131578947366E-7;-1.2730647466805327E-6
1.6064999999999997E-7;-1.9003092247764525E-6
1.608986842105263E-7;-2.4761243112936804E-6
1.611473684210526E-7;-3.000510006232216E-6
1.6139605263157892E-7;-3.4364589150128463E-6
1.6164473684210524E-7;-3.76656856187608E-6
1.6189342105263155E-7;-3.990838946821918E-6
1.6214210526315787E-7;-4.10927006985036E-6
1.623907894736842E-7;-4.103863351430549E-6
1.626394736842105E-7;-3.984662134585479E-6
1.6288815789473682E-7;-3.751666419315149E-6
1.6313684210526314E-7;-3.40487620561956E-6
1.6338552631578945E-7;-2.9537022773992315E-6
1.6363421052631577E-7;-2.4315686937905324E-6
1.6388289473684209E-7;-1.8384754547934623E-6
1.641315789473684E-7;-1.1744225604080213E-6
1.6438026315789472E-7;-4.7244664017510253E-7
1.6462894736842103E-7;2.252870078301942E-7
1.6487763157894735E-7;9.187783836078689E-7
1.6512631578947367E-7;1.6080274871579216E-6
1.6537499999999998E-7;2.2508349450756254E-6
1.656236842105263E-7;2.8150781030266894E-6
1.6587236842105262E-7;3.300756961011113E-6
1.6612105263157893E-7;3.707871519028897E-6
1.6636973684210525E-7;4.003853072943898E-6
1.6661842105263157E-7;4.181153322658887E-6
1.6686710526315788E-7;4.239772268173867E-6
1.671157894736842E-7;4.1797099094888365E-6
1.6736447368421051E-7;3.992753778854148E-6
1.6761315789473683E-7;3.6996118852215075E-6
1.6786184210526315E-7;3.300284228590917E-6
1.6811052631578946E-7;2.7947708089623746E-6
1.6835921052631578E-7;2.2031911570684046E-6
1.686078947368421E-7;1.5655476588402393E-6
1.688565789473684E-7;8.818403142778784E-7
1.6910526315789473E-7;1.5206912338132164E-7
1.6935394736842105E-7;-5.840129298174453E-7
1.6960263157894736E-7;-1.2848337803223739E-6
1.6985131578947368E-7;-1.9503934281334635E-6
1.701E-7;-2.5806918732507147E-6
1.703486842105263E-7;-3.1339527456201234E-6
1.7059736842105263E-7;-3.5856482158864807E-6
1.7084605263157894E-7;-3.935778284049787E-6
1.7109473684210526E-7;-4.184342950110042E-6
1.7134342105263158E-7;-4.306243446914484E-6
1.715921052631579E-7;-4.305139870504758E-6
1.718407894736842E-7;-4.181032220880863E-6
1.7208947368421053E-7;-3.933920498042801E-6
1.7233815789473684E-7;-3.566779022174648E-6
1.7258684210526316E-7;-3.1100485380871575E-6
1.7283552631578947E-7;-2.5637290457803307E-6
1.730842105263158E-7;-1.9278205452541665E-6
1.733328947368421E-7;-1.232268431532205E-6
1.7358157894736842E-7;-5.208568648836041E-7
1.7383026315789474E-7;2.0641415469163574E-7
1.7407894736842106E-7;9.495446271935146E-7
1.7432763157894737E-7;1.6648328447693702E-6
1.745763157894737E-7;2.3146786702169963E-6
1.74825E-7;2.8990821035363924E-6
1.7507368421052632E-7;3.418043144727559E-6
1.7532236842105264E-7;3.833591818094503E-6
1.7557105263157895E-7;4.131201049241664E-6
1.7581973684210527E-7;4.310870838169039E-6
1.760684210526316E-7;4.3726011848766295E-6
1.763171052631579E-7;4.301205523472032E-6
1.7656578947368422E-7;4.1118732541181595E-6
1.7681447368421054E-7;3.80460437681501E-6
1.7706315789473685E-7;3.379398891562584E-6
1.7731184210526317E-7;2.850790196132798E-6
1.7756052631578949E-7;2.25703121698811E-6
1.778092105263158E-7;1.5981219541285205E-6
1.7805789473684212E-7;8.74062407554029E-7
1.7830657894736843E-7;1.227461026865076E-7
1.7855526315789475E-7;-6.11548690866196E-7
1.7880394736842107E-7;-1.328821973104082E-6
1.7905263157894738E-7;-2.0290737440271498E-6
1.793013157894737E-7;-2.667926756672508E-6
1.7955000000000002E-7;-3.2149011142880055E-6
1.7979868421052633E-7;-3.6699968168736415E-6
1.8004736842105265E-7;-4.033213864429417E-6
1.8029605263157897E-7;-4.273557673328902E-6
1.8054473684210528E-7;-4.388062649108603E-6
1.807934210526316E-7;-4.376728791768518E-6
1.8104210526315791E-7;-4.239556101308649E-6
1.8129078947368423E-7;-3.972877462999821E-6
1.8153947368421055E-7;-3.6026603903538153E-6
1.8178815789473686E-7;-3.128904883370631E-6
1.8203684210526318E-7;-2.5516109420502684E-6
1.822855263157895E-7;-1.8961709573427306E-6
1.8253421052631579E-7;-1.2059217923629475E-6
1.8278289473684208E-7;-4.808634471109182E-7
1.830315789473684E-7;2.7900407841335686E-7
1.832802631578947E-7;1.0305351571094554E-6
1.8352894736842103E-7;1.7324186114366637E-6
1.8377763157894734E-7;2.3846544413949817E-6
1.8402631578947366E-7;2.987242646984409E-6
1.8427499999999997E-7;3.4985932261492816E-6
1.845236842105263E-7;3.897955107037068E-6
1.847723684210526E-7;4.1853282896477684E-6
1.8502105263157892E-7;4.360712773981383E-6
1.8526973684210524E-7;4.4027327939150896E-6
1.8551842105263156E-7;4.320539451736059E-6
1.8576710526315787E-7;4.114132747444292E-6
1.860157894736842E-7;3.7835126810397877E-6
1.862644736842105E-7;3.337139093512914E-6
1.8651315789473682E-7;2.8099957079170847E-6
1.8676184210526314E-7;2.202082524252301E-6
1.8701052631578945E-7;1.513399542518562E-6
1.8725921052631577E-7;7.784820819768094E-7
1.875078947368421E-7;4.2469507543432127E-8
1.877565789473684E-7;-6.946381807815697E-7
1.8800526315789472E-7;-1.432840982998196E-6
1.8825394736842104E-7;-2.127004269727294E-6
1.8850263157894735E-7;-2.7420877455970467E-6
1.8875131578947367E-7;-3.278091410607454E-6
1.8899999999999999E-7;-3.735015264758515E-6
